timestamp,date,hour,day_of_week,month,is_weekday,is_peak_hour,vehicle_volume_thousands,weather_severity,weather_label,accident_present,event_or_holiday,congestion_index,traffic_density,estimated_delay_min,location
2023-01-04 11:00,2023-01-04,11,Wednesday,January,1,0,35,3.9,Light Cloud,0,0,26.2,Medium,10.0,NH-48 Stretch
2023-01-04 12:00,2023-01-04,12,Wednesday,January,1,0,27,4.7,Drizzle,0,0,38.2,Medium,14.5,Central Ave
2023-01-04 13:00,2023-01-04,13,Wednesday,January,1,0,33,2.7,Light Cloud,0,0,25.5,Medium,9.7,NH-48 Stretch
2023-01-04 14:00,2023-01-04,14,Wednesday,January,1,0,31,3.5,Light Cloud,0,0,22.2,Medium,8.4,NH-48 Stretch
2023-01-04 15:00,2023-01-04,15,Wednesday,January,1,0,29,5.6,Drizzle,0,0,39.3,Medium,14.9,Ring Road North
2023-01-04 16:00,2023-01-04,16,Wednesday,January,1,0,31,2.2,Light Cloud,0,0,21.7,Medium,8.2,Ring Road North
2023-01-04 17:00,2023-01-04,17,Wednesday,January,1,1,59,4.4,Drizzle,0,0,58.6,High,22.3,Ring Road North
2023-01-04 18:00,2023-01-04,18,Wednesday,January,1,1,49,8.3,Heavy Rain,0,1,91.5,High,34.8,East Bypass
2023-01-04 19:00,2023-01-04,19,Wednesday,January,1,1,52,7.8,Moderate Rain,0,0,71.0,High,27.0,NH-48 Stretch
2023-01-04 20:00,2023-01-04,20,Wednesday,January,1,0,22,5.1,Drizzle,0,0,46.6,Low,17.7,Central Ave
2023-01-04 21:00,2023-01-04,21,Wednesday,January,1,0,20,3.9,Light Cloud,0,0,25.3,Low,9.6,East Bypass
2023-01-04 22:00,2023-01-04,22,Wednesday,January,1,0,27,6.2,Moderate Rain,0,0,47.1,Medium,17.9,MG Road
2023-01-04 23:00,2023-01-04,23,Wednesday,January,1,0,9,8.3,Heavy Rain,0,0,56.4,Low,21.4,East Bypass
2023-01-05 00:00,2023-01-05,0,Thursday,January,1,0,7,3.5,Light Cloud,0,0,25.4,Low,9.7,Central Ave
2023-01-05 01:00,2023-01-05,1,Thursday,January,1,0,8,6.9,Moderate Rain,0,0,56.0,Low,21.3,East Bypass
2023-01-05 02:00,2023-01-05,2,Thursday,January,1,0,3,2.7,Light Cloud,0,0,22.6,Low,8.6,Central Ave
2023-01-05 03:00,2023-01-05,3,Thursday,January,1,0,3,6.9,Moderate Rain,0,0,50.8,Low,19.3,Ring Road North
2023-01-05 04:00,2023-01-05,4,Thursday,January,1,0,6,1.3,Clear,0,0,20.4,Low,7.8,East Bypass
2023-01-05 05:00,2023-01-05,5,Thursday,January,1,0,18,3.4,Light Cloud,1,0,35.1,Low,13.3,Ring Road North
2023-01-05 06:00,2023-01-05,6,Thursday,January,1,0,17,2.5,Light Cloud,0,0,19.3,Low,7.3,Central Ave
2023-01-05 07:00,2023-01-05,7,Thursday,January,1,1,38,2.8,Light Cloud,0,0,51.4,Medium,19.5,Ring Road North
2023-01-05 08:00,2023-01-05,8,Thursday,January,1,1,47,2.6,Light Cloud,0,0,50.7,High,19.3,Central Ave
2023-01-05 09:00,2023-01-05,9,Thursday,January,1,1,39,5.3,Drizzle,0,0,71.8,Medium,27.3,Ring Road North
2023-01-05 10:00,2023-01-05,10,Thursday,January,1,0,34,2.5,Light Cloud,0,0,22.5,Medium,8.6,MG Road
2023-01-05 11:00,2023-01-05,11,Thursday,January,1,0,32,2.5,Light Cloud,0,0,31.8,Medium,12.1,NH-48 Stretch
2023-01-05 12:00,2023-01-05,12,Thursday,January,1,0,27,4.2,Drizzle,0,0,37.5,Medium,14.2,NH-48 Stretch
2023-01-05 13:00,2023-01-05,13,Thursday,January,1,0,40,6.2,Moderate Rain,0,0,52.0,Medium,19.8,NH-48 Stretch
2023-01-05 14:00,2023-01-05,14,Thursday,January,1,0,27,1.7,Clear,0,0,26.3,Medium,10.0,MG Road
2023-01-05 15:00,2023-01-05,15,Thursday,January,1,0,34,4.3,Drizzle,0,0,41.5,Medium,15.8,East Bypass
2023-01-05 16:00,2023-01-05,16,Thursday,January,1,0,38,2.5,Light Cloud,0,0,30.8,Medium,11.7,NH-48 Stretch
2023-01-05 17:00,2023-01-05,17,Thursday,January,1,1,51,8.0,Heavy Rain,0,0,81.4,High,30.9,Ring Road North
2023-01-05 18:00,2023-01-05,18,Thursday,January,1,1,50,2.2,Light Cloud,0,0,47.0,High,17.9,NH-48 Stretch
2023-01-05 19:00,2023-01-05,19,Thursday,January,1,1,48,2.2,Light Cloud,0,0,45.2,High,17.2,Ring Road North
2023-01-05 20:00,2023-01-05,20,Thursday,January,1,0,21,7.5,Moderate Rain,0,0,53.1,Low,20.2,Ring Road North
2023-01-05 21:00,2023-01-05,21,Thursday,January,1,0,23,7.3,Moderate Rain,0,0,52.1,Low,19.8,Central Ave
2023-01-05 22:00,2023-01-05,22,Thursday,January,1,0,22,4.3,Drizzle,0,0,35.6,Low,13.5,East Bypass
2023-01-05 23:00,2023-01-05,23,Thursday,January,1,0,3,7.9,Moderate Rain,0,0,53.7,Low,20.4,NH-48 Stretch
2023-01-06 00:00,2023-01-06,0,Friday,January,1,0,-1,7.0,Moderate Rain,0,0,50.0,Low,19.0,MG Road
2023-01-06 01:00,2023-01-06,1,Friday,January,1,0,7,4.3,Drizzle,1,0,56.5,Low,21.5,MG Road
2023-01-06 02:00,2023-01-06,2,Friday,January,1,0,7,0.9,Clear,0,0,23.0,Low,8.7,MG Road
2023-01-06 03:00,2023-01-06,3,Friday,January,1,0,4,3.3,Light Cloud,0,0,24.0,Low,9.1,East Bypass
2023-01-06 04:00,2023-01-06,4,Friday,January,1,0,4,2.7,Light Cloud,0,0,23.2,Low,8.8,East Bypass
2023-01-06 05:00,2023-01-06,5,Friday,January,1,0,14,6.1,Moderate Rain,0,0,43.3,Low,16.5,Central Ave
2023-01-06 06:00,2023-01-06,6,Friday,January,1,0,12,1.5,Clear,0,0,24.5,Low,9.3,NH-48 Stretch
2023-01-06 07:00,2023-01-06,7,Friday,January,1,1,48,1.9,Clear,0,0,45.4,High,17.3,NH-48 Stretch
2023-01-06 08:00,2023-01-06,8,Friday,January,1,1,47,2.0,Light Cloud,0,0,47.3,High,18.0,MG Road
2023-01-06 09:00,2023-01-06,9,Friday,January,1,1,39,6.0,Moderate Rain,0,0,70.3,Medium,26.7,East Bypass
2023-01-06 10:00,2023-01-06,10,Friday,January,1,0,32,1.4,Clear,0,0,21.1,Medium,8.0,Central Ave
2023-01-06 11:00,2023-01-06,11,Friday,January,1,0,33,3.7,Light Cloud,0,0,24.2,Medium,9.2,East Bypass
2023-01-06 12:00,2023-01-06,12,Friday,January,1,0,38,4.0,Drizzle,0,0,41.2,Medium,15.7,Central Ave
2023-01-06 13:00,2023-01-06,13,Friday,January,1,0,35,5.7,Drizzle,0,0,39.8,Medium,15.1,NH-48 Stretch
2023-01-06 14:00,2023-01-06,14,Friday,January,1,0,38,2.4,Light Cloud,0,0,25.8,Medium,9.8,East Bypass
2023-01-06 15:00,2023-01-06,15,Friday,January,1,0,34,2.8,Light Cloud,0,0,21.8,Medium,8.3,Ring Road North
2023-01-06 16:00,2023-01-06,16,Friday,January,1,0,31,8.8,Heavy Rain,0,0,55.5,Medium,21.1,East Bypass
2023-01-06 17:00,2023-01-06,17,Friday,January,1,1,46,3.0,Light Cloud,0,0,52.6,High,20.0,NH-48 Stretch
2023-01-06 18:00,2023-01-06,18,Friday,January,1,1,48,1.6,Clear,0,0,48.2,High,18.3,East Bypass
2023-01-06 19:00,2023-01-06,19,Friday,January,1,1,43,0.6,Clear,0,0,44.8,Medium,17.0,East Bypass
2023-01-06 20:00,2023-01-06,20,Friday,January,1,0,26,5.8,Drizzle,0,0,46.7,Medium,17.7,MG Road
2023-01-06 21:00,2023-01-06,21,Friday,January,1,0,28,3.0,Light Cloud,0,0,25.8,Medium,9.8,MG Road
2023-01-06 22:00,2023-01-06,22,Friday,January,1,0,20,0.8,Clear,1,0,35.1,Low,13.3,NH-48 Stretch
2023-01-06 23:00,2023-01-06,23,Friday,January,1,0,5,5.6,Drizzle,0,0,40.3,Low,15.3,Central Ave
2023-01-07 00:00,2023-01-07,0,Saturday,January,0,0,6,7.2,Moderate Rain,1,0,55.1,Low,20.9,MG Road
2023-01-07 01:00,2023-01-07,1,Saturday,January,0,0,2,3.1,Light Cloud,0,0,17.8,Low,6.8,MG Road
2023-01-07 02:00,2023-01-07,2,Saturday,January,0,0,10,6.8,Moderate Rain,0,0,41.0,Low,15.6,East Bypass
2023-01-07 03:00,2023-01-07,3,Saturday,January,0,0,9,2.3,Light Cloud,1,0,33.7,Low,12.8,MG Road
2023-01-07 04:00,2023-01-07,4,Saturday,January,0,0,11,1.8,Clear,0,0,12.7,Low,4.8,Central Ave
2023-01-07 05:00,2023-01-07,5,Saturday,January,0,0,7,3.4,Light Cloud,0,0,14.7,Low,5.6,Ring Road North
2023-01-07 06:00,2023-01-07,6,Saturday,January,0,0,13,3.0,Light Cloud,0,0,22.1,Low,8.4,East Bypass
2023-01-07 07:00,2023-01-07,7,Saturday,January,0,1,11,2.4,Light Cloud,0,0,41.4,Low,15.7,MG Road
2023-01-07 08:00,2023-01-07,8,Saturday,January,0,1,7,5.5,Drizzle,0,0,60.8,Low,23.1,Ring Road North
2023-01-07 09:00,2023-01-07,9,Saturday,January,0,1,15,4.5,Drizzle,0,0,53.9,Low,20.5,Ring Road North
2023-01-07 10:00,2023-01-07,10,Saturday,January,0,0,29,4.5,Drizzle,0,0,27.2,Medium,10.3,Ring Road North
2023-01-07 11:00,2023-01-07,11,Saturday,January,0,0,22,1.3,Clear,0,0,15.4,Low,5.9,Ring Road North
2023-01-07 12:00,2023-01-07,12,Saturday,January,0,0,29,5.9,Drizzle,0,0,37.9,Medium,14.4,East Bypass
2023-01-07 13:00,2023-01-07,13,Saturday,January,0,0,31,8.4,Heavy Rain,0,0,45.3,Medium,17.2,East Bypass
2023-01-07 14:00,2023-01-07,14,Saturday,January,0,0,34,8.3,Heavy Rain,0,0,45.5,Medium,17.3,MG Road
2023-01-07 15:00,2023-01-07,15,Saturday,January,0,0,23,2.9,Light Cloud,0,1,28.7,Low,10.9,East Bypass
2023-01-07 16:00,2023-01-07,16,Saturday,January,0,0,27,2.9,Light Cloud,0,0,14.5,Medium,5.5,Ring Road North
2023-01-07 17:00,2023-01-07,17,Saturday,January,0,1,24,3.5,Light Cloud,0,0,40.0,Low,15.2,Ring Road North
2023-01-07 18:00,2023-01-07,18,Saturday,January,0,1,24,4.7,Drizzle,0,0,55.4,Low,21.1,NH-48 Stretch
2023-01-07 19:00,2023-01-07,19,Saturday,January,0,1,9,2.5,Light Cloud,0,0,41.6,Low,15.8,East Bypass
2023-01-07 20:00,2023-01-07,20,Saturday,January,0,0,11,3.4,Light Cloud,0,0,13.0,Low,4.9,East Bypass
2023-01-07 21:00,2023-01-07,21,Saturday,January,0,0,4,4.7,Drizzle,0,0,29.2,Low,11.1,Central Ave
2023-01-07 22:00,2023-01-07,22,Saturday,January,0,0,5,2.1,Light Cloud,0,0,18.0,Low,6.8,Central Ave
2023-01-07 23:00,2023-01-07,23,Saturday,January,0,0,7,1.1,Clear,0,0,13.3,Low,5.1,Ring Road North
2023-01-08 00:00,2023-01-08,0,Sunday,January,0,0,6,4.6,Drizzle,0,1,51.6,Low,19.6,Ring Road North
2023-01-08 01:00,2023-01-08,1,Sunday,January,0,0,9,1.2,Clear,0,0,13.4,Low,5.1,Ring Road North
2023-01-08 02:00,2023-01-08,2,Sunday,January,0,0,2,2.7,Light Cloud,0,0,17.1,Low,6.5,Ring Road North
2023-01-08 03:00,2023-01-08,3,Sunday,January,0,0,1,3.9,Light Cloud,0,0,16.5,Low,6.3,NH-48 Stretch
2023-01-08 04:00,2023-01-08,4,Sunday,January,0,0,1,2.8,Light Cloud,0,0,16.0,Low,6.1,East Bypass
2023-01-08 05:00,2023-01-08,5,Sunday,January,0,0,9,3.8,Light Cloud,0,0,19.3,Low,7.3,MG Road
2023-01-08 06:00,2023-01-08,6,Sunday,January,0,0,5,1.5,Clear,0,0,15.5,Low,5.9,MG Road
2023-01-08 07:00,2023-01-08,7,Sunday,January,0,1,13,2.5,Light Cloud,0,1,49.9,Low,19.0,East Bypass
2023-01-08 08:00,2023-01-08,8,Sunday,January,0,1,7,3.2,Light Cloud,0,0,43.9,Low,16.7,Ring Road North
2023-01-08 09:00,2023-01-08,9,Sunday,January,0,1,13,1.1,Clear,0,0,37.1,Low,14.1,Central Ave
2023-01-08 10:00,2023-01-08,10,Sunday,January,0,0,31,3.0,Light Cloud,0,0,11.7,Medium,4.4,NH-48 Stretch
2023-01-08 11:00,2023-01-08,11,Sunday,January,0,0,36,6.6,Moderate Rain,0,0,42.0,Medium,16.0,Ring Road North
2023-01-08 12:00,2023-01-08,12,Sunday,January,0,0,29,3.2,Light Cloud,0,0,15.6,Medium,5.9,East Bypass
2023-01-08 13:00,2023-01-08,13,Sunday,January,0,0,32,2.6,Light Cloud,0,0,16.6,Medium,6.3,NH-48 Stretch
2023-01-08 14:00,2023-01-08,14,Sunday,January,0,0,35,1.4,Clear,0,0,13.0,Medium,4.9,NH-48 Stretch
2023-01-08 15:00,2023-01-08,15,Sunday,January,0,0,19,4.2,Drizzle,0,0,30.8,Low,11.7,Central Ave
2023-01-08 16:00,2023-01-08,16,Sunday,January,0,0,17,6.8,Moderate Rain,0,0,38.3,Low,14.6,MG Road
2023-01-08 17:00,2023-01-08,17,Sunday,January,0,1,18,3.7,Light Cloud,0,0,40.9,Low,15.5,MG Road
2023-01-08 18:00,2023-01-08,18,Sunday,January,0,1,27,2.9,Light Cloud,0,0,36.6,Medium,13.9,MG Road
2023-01-08 19:00,2023-01-08,19,Sunday,January,0,1,16,4.4,Drizzle,0,1,68.6,Low,26.1,Central Ave
2023-01-08 20:00,2023-01-08,20,Sunday,January,0,0,7,0.8,Clear,0,0,19.3,Low,7.3,MG Road
2023-01-08 21:00,2023-01-08,21,Sunday,January,0,0,0,4.8,Drizzle,1,0,46.4,Low,17.6,MG Road
2023-01-08 22:00,2023-01-08,22,Sunday,January,0,0,7,2.1,Light Cloud,0,0,14.2,Low,5.4,MG Road
2023-01-08 23:00,2023-01-08,23,Sunday,January,0,0,9,4.3,Drizzle,0,0,24.9,Low,9.5,NH-48 Stretch
2023-01-09 00:00,2023-01-09,0,Monday,January,1,0,5,2.4,Light Cloud,0,0,22.9,Low,8.7,NH-48 Stretch
2023-01-09 01:00,2023-01-09,1,Monday,January,1,0,6,2.8,Light Cloud,0,0,29.2,Low,11.1,MG Road
2023-01-09 02:00,2023-01-09,2,Monday,January,1,0,3,4.8,Drizzle,1,0,56.7,Low,21.5,Ring Road North
2023-01-09 03:00,2023-01-09,3,Monday,January,1,0,-1,5.7,Drizzle,0,0,44.1,Low,16.8,East Bypass
2023-01-09 04:00,2023-01-09,4,Monday,January,1,0,5,5.5,Drizzle,0,0,37.4,Low,14.2,Central Ave
2023-01-09 05:00,2023-01-09,5,Monday,January,1,0,10,1.2,Clear,0,1,36.8,Low,14.0,NH-48 Stretch
2023-01-09 06:00,2023-01-09,6,Monday,January,1,0,15,6.7,Moderate Rain,0,0,48.6,Low,18.5,Central Ave
2023-01-09 07:00,2023-01-09,7,Monday,January,1,1,48,1.9,Clear,0,0,48.3,High,18.4,NH-48 Stretch
2023-01-09 08:00,2023-01-09,8,Monday,January,1,1,45,3.3,Light Cloud,0,0,55.3,High,21.0,Central Ave
2023-01-09 09:00,2023-01-09,9,Monday,January,1,1,45,2.1,Light Cloud,0,0,51.0,High,19.4,MG Road
2023-01-09 10:00,2023-01-09,10,Monday,January,1,0,41,3.7,Light Cloud,0,0,26.4,Medium,10.0,Central Ave
2023-01-09 11:00,2023-01-09,11,Monday,January,1,0,35,2.0,Light Cloud,0,0,24.1,Medium,9.2,Ring Road North
2023-01-09 12:00,2023-01-09,12,Monday,January,1,0,40,8.0,Heavy Rain,0,0,49.6,Medium,18.8,MG Road
2023-01-09 13:00,2023-01-09,13,Monday,January,1,0,37,4.7,Drizzle,0,0,37.6,Medium,14.3,Ring Road North
2023-01-09 14:00,2023-01-09,14,Monday,January,1,0,33,3.3,Light Cloud,0,0,28.3,Medium,10.8,Central Ave
2023-01-09 15:00,2023-01-09,15,Monday,January,1,0,29,3.4,Light Cloud,1,0,40.3,Medium,15.3,NH-48 Stretch
2023-01-09 16:00,2023-01-09,16,Monday,January,1,0,39,4.5,Drizzle,0,0,38.8,Medium,14.7,MG Road
2023-01-09 17:00,2023-01-09,17,Monday,January,1,1,43,4.7,Drizzle,0,0,63.9,Medium,24.3,East Bypass
